Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT"
A031_HILIC,Hypoxanthine,136.0386,8.56,0.2,0.1,-0.2,0.7,1.5,0.8,0.8,1.9,1.1,1.000,1.000,1.000,0.267,0.000,0.027,0.153,0.000,0.002,1.2E+10,1.6E+10,1.1E+10,1.1E+10,1.2E+10,1.5E+10,1.2E+10,1.2E+10,8.0E+09,9.3E+09,6.6E+09,6.9E+09,7.1E+09,7.6E+09,7.9E+09,8.0E+09,2.1E+09,1.8E+09,3.9E+09,3.5E+09,5.2E+09,3.8E+09,4.5E+09,4.0E+09,8.6E+05,2.2E+06,1.2E+06,4.3E+06,1.3E+06,6.6E+06,6.1E+06,31.1,33.6,13.0,9.5,14.3,2.6
A032_HILIC,6-Methylnicotinamide,136.0638,23.31,-0.2,-0.2,-0.2,1.0,0.5,-0.5,1.0,0.5,-0.4,1.000,1.000,1.000,0.384,1.000,1.000,0.262,0.762,1.000,1.7E+08,3.2E+08,1.8E+08,1.4E+08,2.0E+08,1.6E+08,1.7E+08,1.5E+08,3.0E+07,3.3E+07,6.8E+07,6.1E+07,1.1E+08,9.7E+07,1.8E+08,1.5E+08,1.6E+08,1.4E+08,1.4E+08,1.1E+08,1.1E+08,1.1E+08,8.4E+07,7.5E+07,5.8E+05,6.1E+05,6.5E+05,7.1E+05,5.7E+05,5.5E+05,7.4E+05,23.5,27.5,58.6,67.6,45.3,6.9
A033_HILIC,6-Oxo-pipecolinic acid,143.0583,3.85,0.2,0.8,-0.2,-1.6,-4.1,-2.5,-2.2,-3.7,-1.5,1.000,1.000,1.000,0.008,0.000,0.002,0.001,0.000,0.016,2.5E+06,2.1E+06,1.8E+06,2.1E+06,2.0E+06,1.5E+06,1.4E+06,2.5E+06,9.6E+06,1.2E+07,4.6E+06,6.4E+06,5.8E+06,1.2E+07,5.6E+06,7.7E+06,3.3E+07,3.0E+07,9.5E+06,2.0E+07,3.7E+07,3.4E+07,3.2E+07,2.6E+07,4.2E+05,3.7E+05,2.6E+05,4.6E+05,3.6E+05,5.5E+05,3.2E+05,21.3,44.7,30.8,34.3,21.2,23.7
A034_HILIC,Acetylcholine,145.1103,17.27,0.1,0.8,-0.2,2.8,4.9,2.1,2.1,5.2,3.1,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,6.4E+08,1.2E+09,9.4E+08,7.5E+08,1.1E+09,9.8E+08,5.8E+08,7.2E+08,1.3E+08,2.1E+08,1.1E+08,1.7E+08,1.1E+08,1.9E+08,1.3E+08,2.3E+08,3.3E+07,3.2E+07,4.1E+07,2.6E+07,2.0E+07,2.0E+07,2.1E+07,1.6E+07,3.5E+05,3.5E+05,2.6E+05,7.1E+05,3.4E+05,2.7E+05,4.4E+05,30.7,34.9,12.6,12.1,25.7,28.7
A035_HILIC,L-(+)-Glutamine,146.0692,15.57,0.1,0.6,0.0,0.8,0.5,-0.2,0.3,0.6,0.3,1.000,1.000,1.000,0.006,0.096,0.857,0.188,0.004,0.724,1.8E+10,2.0E+10,1.8E+10,1.6E+10,1.6E+10,3.3E+10,1.7E+10,1.8E+10,1.2E+10,1.6E+10,9.7E+09,1.4E+10,1.1E+10,1.6E+10,9.5E+09,1.5E+10,1.2E+10,1.2E+10,1.4E+10,1.3E+10,1.2E+10,1.2E+10,1.2E+10,1.3E+10,9.3E+05,3.2E+06,4.0E+06,3.8E+06,2.9E+06,2.8E+06,2.0E+06,4.4,8.2,8.3,10.6,35.5,4.8
A036_HILIC,L-(+)-Lysine,146.1056,24.75,0.0,0.5,0.3,-0.2,-0.8,-0.6,-0.7,-1.1,-0.4,1.000,1.000,1.000,1.000,0.110,0.199,0.424,0.027,1.000,3.0E+08,6.3E+08,5.2E+08,3.5E+08,5.5E+08,5.1E+08,4.0E+08,3.9E+08,5.4E+08,1.0E+09,5.1E+08,5.8E+08,2.8E+08,5.8E+08,5.5E+08,8.6E+08,6.6E+08,7.7E+08,9.9E+08,7.1E+08,7.9E+08,1.4E+09,7.6E+08,1.2E+09,1.0E+06,1.5E+06,7.2E+05,6.9E+05,1.7E+06,6.9E+05,7.8E+05,33.0,17.4,28.2,27.2,26.9,25.0
A037_HILIC,L-(+)-Glutamic acid,147.0532,14.89,-0.1,0.1,0.0,1.5,0.9,-0.6,1.3,0.9,-0.5,1.000,1.000,1.000,0.000,0.000,0.016,0.000,0.000,0.030,1.9E+10,2.6E+10,2.2E+10,1.8E+10,2.1E+10,2.0E+10,2.0E+10,1.8E+10,9.3E+09,8.4E+09,7.5E+09,6.7E+09,7.1E+09,7.5E+09,7.2E+09,8.0E+09,1.1E+10,1.1E+10,1.1E+10,8.9E+09,1.1E+10,1.0E+10,1.0E+10,1.2E+10,8.1E+06,1.1E+07,1.3E+07,6.7E+06,3.5E+06,7.9E+05,6.1E+06,12.5,4.7,9.9,13.5,17.4,5.2
A038_HILIC,N-Acetyl-DL-serine,147.0532,6.74,0.0,0.2,-0.2,-0.1,-0.9,-0.7,-0.3,-0.6,-0.3,1.000,1.000,1.000,1.000,0.060,0.209,1.000,0.492,0.705,7.0E+07,7.5E+07,8.9E+07,9.3E+07,8.6E+07,1.2E+08,9.1E+07,8.6E+07,7.3E+07,1.6E+08,9.9E+07,4.9E+07,1.1E+08,1.4E+08,9.5E+07,8.0E+07,1.3E+08,1.3E+08,2.0E+08,1.3E+08,1.8E+08,1.4E+08,1.4E+08,1.5E+08,4.9E+06,5.0E+06,4.7E+06,4.8E+06,1.1E+06,4.9E+06,3.0E+06,6.0,19.5,48.2,17.5,21.7,11.3
A039_HILIC,L-(-)-Methionine,149.0511,10.94,0.2,0.4,-0.2,-0.2,-0.8,-0.7,-0.4,-0.4,0.0,1.000,1.000,1.000,1.000,0.014,0.026,0.402,0.370,1.000,1.5E+09,1.8E+09,1.5E+09,1.1E+09,1.2E+09,2.2E+09,1.3E+09,1.5E+09,1.6E+09,2.7E+09,1.6E+09,2.0E+09,1.6E+09,2.2E+09,1.0E+09,2.1E+09,2.6E+09,2.1E+09,1.9E+09,1.8E+09,2.9E+09,2.6E+09,2.4E+09,2.2E+09,1.4E+06,5.1E+06,2.5E+06,4.1E+06,4.7E+06,2.0E+06,1.0E+07,15.4,17.2,13.9,20.6,27.4,10.6
A040_HILIC,Guanine,151.0495,11.43,-0.3,0.3,0.0,0.6,-3.5,-4.2,0.1,-3.8,-3.9,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,2.6E+06,1.1E+07,2.4E+06,1.9E+06,3.9E+06,2.6E+06,2.8E+06,1.9E+06,2.0E+06,2.5E+06,1.6E+06,1.8E+06,1.8E+06,1.2E+06,1.7E+06,2.9E+06,1.8E+07,1.7E+07,3.4E+07,2.6E+07,3.9E+07,3.8E+07,2.8E+07,3.6E+07,3.7E+05,2.5E+05,2.6E+05,2.6E+05,2.4E+05,2.4E+05,2.5E+05,32.9,30.5,35.5,9.5,101.9,23.6
A041_HILIC,Xanthine,152.0334,9.59,0.3,0.7,-0.2,1.8,3.0,1.2,1.3,3.4,2.1,1.000,0.763,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.9E+08,2.6E+08,1.9E+08,2.1E+08,2.1E+08,3.1E+08,2.1E+08,2.1E+08,6.6E+07,1.3E+08,5.8E+07,9.8E+07,5.9E+07,7.3E+07,5.7E+07,9.0E+07,2.4E+07,2.0E+07,2.7E+07,3.2E+07,2.9E+07,2.4E+07,2.2E+07,2.1E+07,4.3E+05,2.5E+05,2.2E+05,2.1E+06,1.2E+06,3.7E+05,2.6E+05,22.4,12.1,24.1,6.9,18.4,7.0
A042_HILIC,Orotic acid,156.0172,5.78,0.4,-0.3,-0.2,-1.2,-2.4,-1.3,-0.5,-1.8,-1.4,1.000,1.000,1.000,0.000,0.000,0.000,0.089,0.000,0.000,1.6E+07,2.2E+07,1.7E+07,1.6E+07,1.9E+07,2.3E+07,1.5E+07,2.3E+07,5.1E+07,3.1E+07,3.2E+07,2.8E+07,3.0E+07,2.9E+07,4.1E+07,3.2E+07,8.8E+07,7.5E+07,8.7E+07,6.0E+07,1.1E+08,8.3E+07,8.9E+07,9.2E+07,4.9E+05,5.3E+05,2.9E+05,3.4E+05,3.2E+05,4.0E+05,1.7E+05,17.6,14.2,5.5,25.1,15.3,9.7
A043_HILIC,Allantoin,158.0439,12.24,-0.4,0.1,0.0,-2.5,-1.4,1.1,-3.0,-1.8,1.2,1.000,1.000,1.000,0.000,0.008,0.056,0.000,0.002,0.049,3.0E+06,4.2E+06,3.5E+06,2.8E+06,4.7E+06,2.3E+06,1.7E+06,1.8E+06,1.9E+07,2.1E+07,1.6E+07,1.8E+07,1.8E+07,1.7E+07,3.5E+07,3.9E+07,1.1E+07,1.3E+07,1.0E+07,9.1E+06,7.4E+06,8.6E+06,7.6E+06,7.4E+06,9.2E+05,8.7E+05,1.4E+06,1.2E+06,9.0E+05,9.8E+05,9.9E+05,25.9,20.5,43.5,39.4,37.6,38.7
A044_HILIC,L-2-Aminoadipic acid,161.0688,15.57,0.1,0.5,0.3,2.7,-1.4,-4.1,2.2,-1.6,-3.9,1.000,1.000,1.000,0.012,0.408,0.000,0.456,0.019,0.000,1.2E+08,1.8E+08,1.3E+08,1.2E+08,1.0E+08,1.1E+07,1.4E+08,1.4E+08,2.4E+07,3.2E+07,1.8E+07,2.8E+07,1.9E+07,2.7E+07,1.9E+07,2.7E+07,2.1E+08,3.0E+08,3.6E+08,2.7E+08,3.8E+08,5.0E+08,3.1E+08,5.2E+08,7.5E+06,1.0E+07,8.7E+06,6.4E+06,8.7E+06,5.1E+06,8.6E+06,32.8,24.8,8.9,13.6,64.2,13.5
A045_HILIC,L-Carnitine,161.1052,12.66,-0.1,-0.1,-0.2,0.9,-1.0,-1.9,0.8,-0.9,-1.7,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2.0E+10,2.2E+10,2.3E+10,1.7E+10,2.1E+10,1.7E+10,2.1E+10,2.2E+10,1.3E+10,1.2E+10,1.1E+10,9.6E+09,1.0E+10,1.0E+10,1.2E+10,1.2E+10,4.7E+10,4.6E+10,4.4E+10,3.4E+10,4.0E+10,3.8E+10,3.8E+10,3.5E+10,3.7E+05,3.8E+06,4.0E+05,5.9E+05,2.0E+06,2.5E+06,3.9E+05,13.8,10.3,12.4,9.5,15.2,5.2
A046_HILIC,DL-Methionine sulfoxide,165.0460,13.07,0.4,0.5,-0.1,-0.1,-1.7,-1.7,-0.2,-1.2,-1.0,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.002,2.3E+07,3.7E+07,2.8E+07,2.3E+07,2.3E+07,3.1E+07,3.4E+07,3.7E+07,3.3E+07,4.3E+07,2.9E+07,3.5E+07,2.5E+07,4.1E+07,2.3E+07,3.4E+07,8.3E+07,7.3E+07,8.9E+07,5.6E+07,7.8E+07,1.1E+08,8.7E+07,8.2E+07,3.6E+05,5.2E+05,6.2E+05,3.4E+05,3.4E+05,5.7E+05,6.8E+05,26.7,5.7,11.3,15.1,21.0,18.8
A047_HILIC,L-(-)-Phenylalanine,165.0791,9.59,0.1,-0.4,-0.5,0.3,-0.5,-0.9,0.9,0.1,-0.8,1.000,1.000,1.000,0.696,0.112,0.004,0.002,0.949,0.022,1.9E+09,2.4E+09,1.9E+09,1.6E+09,2.0E+09,3.4E+09,1.8E+09,1.8E+09,1.7E+09,1.3E+09,1.6E+09,9.7E+08,1.5E+09,1.2E+09,1.3E+09,1.1E+09,2.6E+09,2.1E+09,2.6E+09,1.5E+09,3.1E+09,2.0E+09,2.9E+09,1.9E+09,3.3E+05,7.3E+05,8.8E+05,3.6E+05,6.9E+05,6.0E+05,5.5E+05,12.6,9.5,12.6,11.0,35.5,3.9
A048_HILIC,Phosphoenolpyruvic acid,167.9823,19.44,0.3,-0.1,0.1,-1.8,0.1,1.9,-1.4,0.3,1.7,1.000,1.000,1.000,0.113,1.000,0.058,0.142,1.000,0.064,1.9E+06,3.7E+06,5.0E+06,9.8E+05,2.5E+06,5.2E+06,3.0E+06,2.9E+06,6.7E+06,4.5E+06,1.0E+07,1.3E+07,1.3E+07,2.1E+07,9.2E+06,4.4E+06,3.5E+06,3.2E+06,3.0E+06,1.4E+06,1.9E+06,3.2E+06,2.1E+06,2.1E+06,4.2E+04,4.3E+04,4.8E+04,3.3E+04,3.9E+04,4.7E+04,4.5E+04,35.4,28.6,72.8,27.2,55.0,43.0
A049_HILIC,Uric Acid,168.0283,11.12,0.2,0.0,-0.3,2.7,0.0,-2.7,2.9,0.5,-2.4,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.787,0.000,1.4E+07,2.0E+07,1.5E+07,1.4E+07,1.9E+07,3.1E+07,1.3E+07,1.1E+07,3.0E+06,2.9E+06,2.3E+06,1.7E+06,2.2E+06,2.5E+06,1.9E+06,2.2E+06,2.1E+07,1.8E+07,1.7E+07,1.1E+07,7.8E+06,1.3E+07,1.2E+07,8.5E+06,1.3E+05,1.1E+05,1.1E+05,9.9E+04,1.4E+05,1.2E+05,1.5E+05,31.6,39.9,22.7,19.3,45.7,15.7
A050_HILIC,1-Methyl-L-histidine,169.0852,12.48,0.1,0.3,-0.6,-0.9,-2.4,-1.5,-1.1,-1.7,-0.6,1.000,1.000,1.000,0.062,0.000,0.001,0.006,0.000,0.226,7.8E+07,1.0E+08,7.7E+07,7.0E+07,7.5E+07,8.8E+07,6.2E+07,4.3E+07,9.3E+07,1.6E+08,1.9E+08,1.8E+08,1.4E+08,1.3E+08,1.5E+08,2.2E+08,4.6E+08,4.1E+08,4.3E+08,2.5E+08,3.4E+08,2.7E+08,3.7E+08,2.2E+08,3.7E+06,1.3E+06,1.6E+06,3.0E+06,6.2E+06,4.0E+06,4.2E+06,29.5,13.5,21.3,29.1,34.1,10.3
A051_HILIC,Dihydroxyacetone phosphate,169.9980,16.08,0.0,0.4,0.1,0.7,3.2,2.6,0.3,3.1,2.8,1.000,1.000,1.000,0.248,0.000,0.000,1.000,0.000,0.000,3.1E+07,5.4E+07,3.5E+07,2.4E+07,5.2E+07,3.1E+07,4.3E+07,4.7E+07,2.6E+07,3.3E+07,2.0E+07,3.1E+07,2.7E+07,3.7E+07,2.3E+07,2.6E+07,4.9E+06,4.9E+06,5.1E+06,3.2E+06,3.4E+06,6.9E+06,3.3E+06,4.0E+06,8.2E+04,8.3E+04,8.3E+04,7.9E+04,1.2E+05,8.6E+04,7.5E+04,33.6,23.3,14.6,12.6,36.4,22.3
A052_HILIC,sn-Glycerol-3-phosphate,172.0137,15.74,-0.7,0.3,0.1,1.9,1.4,-0.5,1.0,0.7,-0.3,1.000,1.000,1.000,0.002,0.033,0.888,0.136,0.838,0.910,4.4E+08,3.3E+08,4.5E+08,2.1E+08,4.3E+08,3.4E+08,4.5E+08,2.3E+08,5.0E+07,1.6E+08,9.2E+07,1.3E+08,1.6E+08,4.4E+07,1.4E+08,2.0E+08,1.2E+08,1.3E+08,1.6E+08,1.6E+08,1.9E+08,2.4E+08,1.8E+08,2.0E+08,1.2E+05,1.2E+05,1.3E+05,1.5E+05,8.5E+04,1.0E+05,6.5E+04,26.8,20.2,49.7,45.4,22.8,2.1
A053_HILIC,5-guanidino-2-oxopentanoic acid (2-oxoarginine),173.0801,14.35,-0.3,0.1,-0.2,-0.3,0.7,1.0,-0.8,0.5,1.3,1.000,1.000,1.000,1.000,0.486,0.054,0.392,0.217,0.004,9.7E+07,1.4E+08,1.1E+08,7.8E+07,1.1E+08,7.8E+07,8.5E+07,8.9E+07,1.4E+08,1.6E+08,8.8E+07,1.2E+08,1.2E+08,1.2E+08,2.4E+08,2.6E+08,8.3E+07,6.4E+07,7.5E+07,6.3E+07,5.4E+07,5.3E+07,5.0E+07,3.7E+07,3.0E+05,2.8E+05,3.4E+05,4.8E+05,3.0E+05,3.0E+05,1.1E+06,23.0,24.3,40.0,44.3,29.6,12.0
A054_HILIC,L-(+)-Arginine,174.1118,25.41,-0.1,0.6,0.3,1.3,0.9,-0.3,0.5,0.5,0.0,1.000,1.000,1.000,0.053,0.074,1.000,0.821,0.642,1.000,1.2E+09,2.0E+09,2.0E+09,1.9E+09,2.3E+09,2.3E+09,2.2E+09,1.9E+09,9.8E+08,1.7E+09,9.9E+08,1.0E+09,7.4E+08,1.3E+09,8.0E+08,1.4E+09,5.2E+08,9.8E+08,1.1E+09,8.9E+08,1.2E+09,2.2E+09,1.1E+09,1.8E+09,1.7E+06,2.4E+06,3.9E+06,4.5E+06,2.0E+06,1.9E+06,2.0E+06,42.8,31.7,20.1,14.3,9.5,26.6
A055_HILIC,L-Citrulline,175.0958,16.71,0.1,0.6,0.3,-2.4,-2.4,0.0,-2.9,-2.6,0.3,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.5E+08,1.9E+08,1.6E+08,1.4E+08,1.8E+08,1.8E+08,1.5E+08,1.5E+08,1.1E+09,1.4E+09,8.5E+08,1.2E+09,6.1E+08,1.1E+09,7.7E+08,1.3E+09,9.0E+08,9.7E+08,1.0E+09,1.3E+09,7.1E+08,1.0E+09,6.9E+08,8.6E+08,3.5E+05,2.5E+05,2.7E+05,3.5E+05,4.2E+05,3.5E+05,2.9E+05,19.5,18.4,12.1,22.8,13.8,8.8
A056_HILIC,Ascorbic acid,176.0320,12.05,-0.2,-0.2,-0.5,-0.4,0.2,0.6,-0.3,0.6,0.8,1.000,1.000,1.000,0.290,0.853,0.017,1.000,0.020,0.002,7.8E+09,9.8E+09,8.3E+09,6.6E+09,8.0E+09,6.9E+09,7.3E+09,7.3E+09,1.1E+10,9.2E+09,9.9E+09,7.9E+09,8.9E+09,8.0E+09,1.0E+10,1.0E+10,7.7E+09,6.7E+09,7.1E+09,4.6E+09,6.7E+09,4.6E+09,5.7E+09,5.0E+09,2.1E+06,4.4E+05,2.0E+06,2.6E+06,4.2E+05,3.3E+06,4.0E+05,19.1,12.4,12.0,10.3,18.6,5.1
A057_HILIC,L-(-)-Tyrosine,181.0740,12.79,0.2,0.3,-0.3,-0.9,0.2,1.1,-1.0,0.7,1.7,1.000,1.000,1.000,0.056,1.000,0.023,0.075,0.055,0.000,7.9E+08,1.2E+09,7.3E+08,6.4E+08,8.1E+08,1.8E+09,9.4E+08,7.1E+08,1.9E+09,2.1E+09,1.4E+09,1.6E+09,1.3E+09,1.6E+09,1.6E+09,2.2E+09,6.4E+08,5.6E+08,7.1E+08,3.9E+08,1.0E+09,6.5E+08,6.9E+08,5.7E+08,7.3E+05,5.7E+05,4.0E+05,4.4E+05,5.9E+05,6.4E+05,4.1E+05,20.4,21.8,16.8,16.2,49.8,10.5
A058_HILIC,DL-p-Hydroxyphenyllactic acid,182.0580,4.81,-0.2,0.1,-0.7,0.1,0.8,0.7,-0.3,1.3,1.6,1.000,1.000,1.000,1.000,0.231,0.219,1.000,0.005,0.007,1.2E+08,1.4E+08,1.0E+08,8.4E+07,1.3E+08,3.0E+08,1.5E+08,8.0E+07,1.8E+08,1.4E+08,1.3E+08,1.0E+08,1.2E+08,1.2E+08,1.2E+08,1.5E+08,8.4E+07,6.5E+07,7.3E+07,3.6E+07,7.2E+07,5.3E+07,5.9E+07,3.7E+07,1.8E+05,2.8E+05,2.4E+05,1.5E+05,1.3E+05,1.4E+05,9.6E+05,29.2,13.8,17.0,21.8,67.8,16.0
A059_HILIC,D-(-)-3-Phosphoglyceric acid,185.9929,18.90,1.1,0.3,0.3,-3.2,-2.4,0.8,-2.4,-1.7,0.7,1.000,1.000,1.000,0.000,0.000,1.000,0.001,0.038,0.464,4.0E+06,2.4E+07,9.9E+06,1.2E+07,5.0E+06,1.2E+07,7.2E+06,1.3E+07,7.5E+07,7.5E+07,6.2E+07,5.9E+07,2.4E+07,6.5E+07,5.3E+07,7.2E+07,3.7E+07,4.8E+07,4.5E+07,2.1E+07,2.9E+07,5.8E+07,2.8E+07,3.5E+07,6.4E+04,5.3E+04,5.4E+04,6.7E+04,5.3E+04,1.1E+05,5.6E+04,40.5,23.1,10.6,40.7,39.4,40.0
A060_HILIC,Citric acid,192.0270,19.67,0.2,0.0,-0.2,-0.2,0.0,0.2,0.1,0.5,0.4,1.000,1.000,1.000,0.937,1.000,0.888,1.000,0.042,0.279,1.6E+09,2.6E+09,1.8E+09,1.8E+09,2.0E+09,2.6E+09,1.9E+09,1.8E+09,2.0E+09,2.3E+09,2.1E+09,2.0E+09,2.1E+09,1.7E+09,2.1E+09,2.1E+09,1.9E+09,1.9E+09,1.9E+09,1.4E+09,1.7E+09,1.6E+09,1.8E+09,1.5E+09,6.6E+06,2.6E+06,1.7E+07,1.5E+07,1.6E+06,1.0E+07,2.0E+06,13.2,5.5,11.4,2.2,20.1,10.1
A061_HILIC,D-Gluconic acid,196.0583,13.15,0.0,0.2,-0.2,-1.9,-3.1,-1.1,-2.1,-2.9,-0.8,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.8E+07,4.4E+07,3.9E+07,4.0E+07,5.1E+07,4.0E+07,4.1E+07,3.5E+07,1.7E+08,1.9E+08,1.5E+08,1.4E+08,1.5E+08,1.6E+08,1.5E+08,1.7E+08,3.7E+08,3.0E+08,3.5E+08,2.4E+08,3.1E+08,3.6E+08,3.0E+08,2.8E+08,2.2E+05,9.1E+04,2.3E+05,1.2E+05,1.8E+05,2.7E+05,8.2E+04,16.9,9.8,11.9,5.1,9.7,14.1
A062_HILIC,"NG,NG-dimethylarginine",202.1431,22.44,0.4,0.8,0.2,-1.6,-1.7,-0.1,-1.9,-1.4,0.5,1.000,0.988,1.000,0.000,0.000,1.000,0.000,0.000,0.623,5.8E+07,1.3E+08,8.0E+07,7.9E+07,8.8E+07,1.2E+08,6.8E+07,6.8E+07,2.2E+08,4.0E+08,2.4E+08,3.7E+08,2.1E+08,3.2E+08,2.2E+08,3.8E+08,2.2E+08,2.4E+08,2.8E+08,2.7E+08,2.4E+08,3.8E+08,2.3E+08,2.6E+08,1.9E+05,1.9E+05,1.8E+05,1.9E+05,2.8E+05,2.2E+05,2.1E+05,21.3,10.5,8.9,5.6,31.4,17.5
A063_HILIC,L-Tryptophan,204.0900,11.39,0.4,-0.2,-0.9,-1.1,-2.1,-1.0,-0.5,-0.8,-0.3,1.000,1.000,1.000,0.033,0.000,0.057,0.447,0.050,1.000,3.6E+08,5.4E+08,3.2E+08,3.0E+08,3.4E+08,6.4E+08,3.8E+08,3.7E+08,5.5E+08,5.6E+08,8.2E+08,6.6E+08,6.8E+08,6.1E+08,9.3E+08,1.0E+09,2.0E+09,1.4E+09,1.6E+09,7.9E+08,1.3E+09,7.7E+08,1.1E+09,6.5E+08,3.4E+05,3.4E+05,3.6E+05,3.7E+05,3.4E+05,3.6E+05,3.2E+05,36.2,26.3,29.6,22.4,34.0,6.8
A064_HILIC,L-Kynurenine,208.0849,10.65,0.0,-1.0,-1.0,-0.3,-4.8,-4.5,0.7,-3.8,-4.5,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,6.8E+06,7.4E+06,6.8E+06,6.2E+06,5.9E+06,7.5E+06,7.5E+06,6.4E+06,2.2E+06,2.4E+06,1.1E+07,5.2E+06,5.5E+06,3.1E+06,1.9E+07,1.2E+07,2.7E+08,1.9E+08,2.2E+08,9.2E+07,1.4E+08,9.2E+07,1.6E+08,9.9E+07,3.3E+05,4.5E+05,4.1E+05,3.6E+05,3.4E+05,6.1E+05,3.1E+05,39.9,30.3,79.5,77.3,10.1,10.0
A065_HILIC,Phosphocreatine,211.0359,16.84,-0.3,-0.8,0.0,-1.5,-5.1,-3.6,-1.1,-5.4,-4.4,1.000,1.000,1.000,0.206,0.000,0.000,0.670,0.000,0.000,7.3E+06,1.2E+07,1.2E+07,5.9E+06,8.6E+06,6.8E+06,6.7E+06,5.7E+06,1.2E+07,2.1E+07,2.3E+07,1.7E+07,2.6E+07,9.9E+06,2.4E+07,9.9E+06,3.6E+08,4.0E+08,3.6E+08,9.0E+07,1.8E+08,1.8E+08,2.0E+08,3.7E+08,2.2E+05,2.5E+05,2.4E+05,2.3E+05,2.6E+05,2.1E+05,2.5E+05,56.5,34.4,38.0,30.4,40.1,27.3
A066_HILIC,L-(+)-Cystathionine,222.0674,18.26,0.4,0.8,0.6,-2.9,0.5,3.4,-3.2,0.3,3.5,1.000,1.000,1.000,0.000,0.756,0.000,0.000,1.000,0.000,1.7E+07,2.4E+07,1.6E+07,1.4E+07,1.7E+07,2.7E+07,1.2E+07,2.1E+07,1.2E+08,2.4E+08,1.4E+08,1.8E+08,1.2E+08,2.3E+08,1.1E+08,1.5E+08,1.2E+07,1.7E+07,1.7E+07,1.9E+07,1.0E+07,2.1E+07,1.1E+07,1.5E+07,4.0E+06,8.7E+05,1.8E+06,1.1E+06,6.2E+05,3.9E+05,6.1E+05,13.8,22.7,22.1,9.3,25.3,14.3
A067_HILIC,L-Carnosine,226.1066,16.72,0.1,0.6,0.0,3.6,6.1,2.5,3.2,6.3,3.1,1.000,1.000,1.000,0.000,0.000,0.003,0.000,0.000,0.000,4.0E+08,4.9E+08,3.9E+08,3.7E+08,4.3E+08,6.0E+08,2.8E+08,2.8E+08,3.0E+07,6.2E+07,3.0E+07,3.0E+07,4.0E+07,7.4E+07,3.5E+07,3.4E+07,1.4E+07,1.1E+07,4.4E+06,7.5E+06,7.0E+06,3.7E+06,4.4E+06,2.1E+06,1.6E+06,5.6E+05,9.5E+05,1.1E+06,7.9E+05,8.0E+05,7.9E+05,65.1,60.4,42.7,14.1,32.5,17.3
A068_HILIC,2'-Deoxycytidine,227.0906,9.64,-0.1,0.4,-0.1,-2.0,0.5,2.4,-2.4,0.5,2.9,1.000,1.000,1.000,0.000,0.971,0.000,0.000,0.843,0.000,1.5E+07,2.1E+07,1.5E+07,1.5E+07,1.7E+07,1.3E+07,1.4E+07,9.9E+06,7.6E+07,1.2E+08,5.7E+07,6.1E+07,5.9E+07,6.8E+07,2.7E+07,8.6E+07,1.5E+07,1.1E+07,1.2E+07,9.6E+06,9.8E+06,1.3E+07,9.2E+06,8.6E+06,3.1E+05,5.3E+05,4.0E+05,4.6E+05,3.0E+05,2.9E+05,5.4E+05,18.1,24.2,30.9,36.8,30.7,9.3
